task_id,system,run_idx,category,paraphrase_group,expected_agents,actual_agents,expected_sequence,actual_sequence,agent_precision,agent_recall,agent_f1,weighted_precision,weighted_recall,weighted_f1,sequence_accuracy,fact_coverage,task_success,judge_overall,judge_consistency,judge_completeness,judge_groundedness,judge_actionability,judge_task_success,numerical_accuracy,hallucination_rate,n_claims_scored,total_latency_ms,agent_exec_sum_ms,reasoning_overhead_ms,overhead_ratio,mapping_latency_ms,tokens,steps_completed,error,answer_chars
outage_01_c,rag,1,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,2.75,5,2,2,2,False,,,0,3022,0,3022,1.0,0,953,,,332
outage_02,rag,0,outage,outage_1001,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,3257,0,3257,1.0,0,1054,,,499
outage_02,rag,1,outage,outage_1001,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,2745,0,2745,1.0,0,1040,,,480
weather_01_a,rag,0,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,5.0,5,5,5,5,True,0.545,0.455,11,3504,0,3504,1.0,0,2262,,,851
weather_01_a,rag,1,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,5.0,5,5,5,5,True,0.75,0.25,8,3644,0,3644,1.0,0,2263,,,902
weather_01_b,rag,0,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,4.25,5,4,5,3,True,0.917,0.083,12,6218,0,6218,1.0,0,2576,,,901
weather_01_b,rag,1,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,3.25,5,2,4,2,False,0.875,0.125,8,4380,0,4380,1.0,0,2510,,,675
weather_01_c,rag,0,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,3.0,5,2,3,2,False,,,0,1808,0,1808,1.0,0,561,,,347
weather_01_c,rag,1,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,2.75,5,2,2,2,False,,,0,2046,0,2046,1.0,0,571,,,391
weather_02,rag,0,weather,weather_1002,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,2645,0,2645,1.0,0,572,,,277
weather_02,rag,1,weather,weather_1002,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,2130,0,2130,1.0,0,572,,,272
solar_01_a,rag,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.75,5,5,5,4,True,0.0,1.0,8,2373,0,2373,1.0,0,707,,,728
solar_01_a,rag,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.5,5,4,5,4,True,0.0,1.0,6,3430,0,3430,1.0,0,679,,,618
solar_01_b,rag,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.75,5,3,5,2,False,1.0,0.0,8,2935,0,2935,1.0,0,2705,,,658
solar_01_b,rag,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.75,5,3,5,2,False,1.0,0.0,4,4268,0,4268,1.0,0,2650,,,453
solar_01_c,rag,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.25,5,4,5,3,True,0.0,1.0,5,3495,0,3495,1.0,0,637,,,429
solar_01_c,rag,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.0,1.0,5,4800,0,4800,1.0,0,643,,,443
solar_02,rag,0,solar,solar_1002,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,4904,0,4904,1.0,0,1795,,,520
solar_02,rag,1,solar,solar_1002,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,3259,0,3259,1.0,0,1801,,,505
payment_01_a,rag,0,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.0,1.0,1,2132,0,2132,1.0,0,2576,,,451
payment_01_a,rag,1,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.0,1.0,1,1928,0,1928,1.0,0,2561,,,382
payment_01_b,rag,0,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.333,0.667,3,3155,0,3155,1.0,0,2407,,,983
payment_01_b,rag,1,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.5,5,4,5,4,True,0.5,0.5,2,2906,0,2906,1.0,0,2383,,,957
payment_01_c,rag,0,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.75,5,5,5,4,True,0.444,0.556,9,3924,0,3924,1.0,0,2527,,,1044
payment_01_c,rag,1,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.75,5,5,5,4,True,0.0,1.0,1,4348,0,4348,1.0,0,2426,,,758
payment_02,rag,0,payment_risk,program_1002,program_enrollment_simulation_agent,,program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,3,2,False,1.0,0.0,2,3594,0,3594,1.0,0,2421,,,433
payment_02,rag,1,payment_risk,program_1002,program_enrollment_simulation_agent,,program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.25,5,2,1,1,False,,,0,1733,0,1733,1.0,0,2394,,,314
multihop_01,rag,0,billing,multihop_full_1001,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,customer_lookup_agent|billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1,4.5,5,4,5,4,True,0.905,0.095,21,9778,0,9778,1.0,0,2795,,,1668
multihop_01,rag,1,billing,multihop_full_1001,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,customer_lookup_agent|billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1,5.0,5,5,5,5,True,0.952,0.048,21,8510,0,8510,1.0,0,2870,,,1940
multihop_02,rag,0,outage,outage_credit_1002,outage_detection_agent|billing_agent,,outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.25,5,4,5,3,True,1.0,0.0,1,3365,0,3365,1.0,0,1119,,,613
multihop_02,rag,1,outage,outage_credit_1002,outage_detection_agent|billing_agent,,outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.25,5,4,5,3,False,1.0,0.0,1,2766,0,2766,1.0,0,1102,,,512
multihop_03,rag,0,weather,weather_anomaly_1001,anomaly_detection_agent|weather_context_agent,,anomaly_detection_agent|weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.5,5,3,4,2,False,0.0,1.0,2,2853,0,2853,1.0,0,1291,,,648
multihop_03,rag,1,weather,weather_anomaly_1001,anomaly_detection_agent|weather_context_agent,,anomaly_detection_agent|weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.75,5,3,4,3,False,0.0,1.0,2,3914,0,3914,1.0,0,1302,,,681
multihop_04,rag,0,payment_risk,shock_risk_1002,bill_shock_forecast_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,5.0,5,5,5,5,True,0.714,0.286,7,5626,0,5626,1.0,0,2427,,,1040
multihop_04,rag,1,payment_risk,shock_risk_1002,bill_shock_forecast_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,4.25,5,4,4,4,True,0.667,0.333,6,4199,0,4199,1.0,0,2429,,,1097
multihop_05,rag,0,billing,lookup_billing_1001,customer_lookup_agent|billing_agent,,customer_lookup_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.833,0.167,18,3048,0,3048,1.0,0,2859,,,958
multihop_05,rag,1,billing,lookup_billing_1001,customer_lookup_agent|billing_agent,,customer_lookup_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.833,0.167,18,2969,0,2969,1.0,0,2859,,,958
multihop_06,rag,0,payment_risk,outage_risk_1002,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.75,5,5,5,4,True,0.333,0.667,3,4970,0,4970,1.0,0,1101,,,899
multihop_06,rag,1,payment_risk,outage_risk_1002,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.75,5,5,5,4,True,0.667,0.333,3,3764,0,3764,1.0,0,1077,,,879
multihop_07,rag,0,solar,weather_solar_billing_1001,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,5.0,5,5,5,5,True,1.0,0.0,10,4292,0,4292,1.0,0,2897,,,862
multihop_07,rag,1,solar,weather_solar_billing_1001,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,5.0,5,5,5,5,True,0.6,0.4,10,3772,0,3772,1.0,0,2902,,,837
multihop_08,rag,0,anomaly,lookup_anomaly_program_1002,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.5,5,2,2,1,False,,,0,1858,0,1858,1.0,0,2137,,,340
multihop_08,rag,1,anomaly,lookup_anomaly_program_1002,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.25,5,2,1,1,False,,,0,2271,0,2271,1.0,0,2142,,,353
multihop_09,rag,0,payment_risk,forecast_program_risk_1002,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.5,0.5,10,14427,0,14427,1.0,0,2572,,,1534
multihop_09,rag,1,payment_risk,forecast_program_risk_1002,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.545,0.455,11,10215,0,10215,1.0,0,2520,,,1382
multihop_10,rag,0,billing,full_investigation_1001,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,5.0,5,5,5,5,True,0.92,0.08,25,11406,0,11406,1.0,0,3461,,,2213
multihop_10,rag,1,billing,full_investigation_1001,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,5.0,5,5,5,5,True,0.923,0.077,26,9845,0,9845,1.0,0,3454,,,2146
billing_01_a,one_shot,0,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3.25,5,3,2,3,False,,,0,3391,0,3391,1.0,0,400,,,1192
billing_01_a,one_shot,1,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3.25,5,3,2,3,False,,,0,2793,0,2793,1.0,0,382,,,1137
billing_01_b,one_shot,0,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3.25,5,3,2,3,False,,,0,2805,0,2805,1.0,0,396,,,1195
billing_01_b,one_shot,1,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3.25,5,3,2,3,False,,,0,2801,0,2801,1.0,0,363,,,1082
billing_01_c,one_shot,0,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3.0,5,2,2,3,False,,,0,3152,0,3152,1.0,0,440,,,1356
billing_01_c,one_shot,1,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,3.0,5,2,2,3,False,,,0,3566,0,3566,1.0,0,439,,,1367
billing_02,one_shot,0,billing,line_items_1002,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1,2.5,5,2,1,2,False,,,0,3523,0,3523,1.0,0,443,,,1406
billing_02,one_shot,1,billing,line_items_1002,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1,2.75,5,2,2,2,False,,,0,4221,0,4221,1.0,0,356,,,972
billing_03,one_shot,0,billing,dispute_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2239,0,2239,1.0,0,272,,,594
billing_03,one_shot,1,billing,dispute_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2191,0,2191,1.0,0,292,,,667
anomaly_01_a,one_shot,0,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2481,0,2481,1.0,0,257,,,541
anomaly_01_a,one_shot,1,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2944,0,2944,1.0,0,336,,,914
anomaly_01_b,one_shot,0,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,3.0,5,2,2,3,False,,,0,3153,0,3153,1.0,0,370,,,1025
anomaly_01_b,one_shot,1,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5,2,2,3,False,,,0,2853,0,2853,1.0,0,303,,,759
anomaly_01_c,one_shot,0,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2438,0,2438,1.0,0,298,,,733
anomaly_01_c,one_shot,1,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,3468,0,3468,1.0,0,358,,,1031
anomaly_02,one_shot,0,anomaly,anomaly_1002,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,3359,0,3359,1.0,0,413,,,1269
anomaly_02,one_shot,1,anomaly,anomaly_1002,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.0,5,2,2,3,False,,,0,3361,0,3361,1.0,0,383,,,1106
outage_01_a,one_shot,0,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2347,0,2347,1.0,0,249,,,523
outage_01_a,one_shot,1,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2020,0,2020,1.0,0,270,,,599
outage_01_b,one_shot,0,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2032,0,2032,1.0,0,259,,,539
outage_01_b,one_shot,1,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2848,0,2848,1.0,0,257,,,521
outage_01_c,one_shot,0,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2133,0,2133,1.0,0,257,,,562
outage_01_c,one_shot,1,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.0,5,2,2,3,False,,,0,2132,0,2132,1.0,0,248,,,471
outage_02,one_shot,0,outage,outage_1001,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2133,0,2133,1.0,0,253,,,537
outage_02,one_shot,1,outage,outage_1001,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2327,0,2327,1.0,0,262,,,552
weather_01_a,one_shot,0,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,3,2,2,False,,,0,2347,0,2347,1.0,0,290,,,735
weather_01_a,one_shot,1,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2338,0,2338,1.0,0,284,,,684
weather_01_b,one_shot,0,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,3,2,2,False,,,0,2544,0,2544,1.0,0,295,,,750
weather_01_b,one_shot,1,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,2745,0,2745,1.0,0,315,,,868
weather_01_c,one_shot,0,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,2.75,5,2,2,2,False,,,0,2343,0,2343,1.0,0,293,,,749
weather_01_c,one_shot,1,weather,weather_explains_1001,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,2.75,5,2,2,2,False,,,0,2481,0,2481,1.0,0,289,,,658
weather_02,one_shot,0,weather,weather_1002,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,2.75,5,2,1,3,False,,,0,1979,0,1979,1.0,0,233,,,390
weather_02,one_shot,1,weather,weather_1002,weather_context_agent,,weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.5,5,2,1,2,False,,,0,1960,0,1960,1.0,0,253,,,488
solar_01_a,one_shot,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2538,0,2538,1.0,0,268,,,633
solar_01_a,one_shot,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2604,0,2604,1.0,0,280,,,680
solar_01_b,one_shot,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,3911,0,3911,1.0,0,279,,,630
solar_01_b,one_shot,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,2756,0,2756,1.0,0,306,,,826
solar_01_c,one_shot,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,3142,0,3142,1.0,0,368,,,1083
solar_01_c,one_shot,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,2726,0,2726,1.0,0,299,,,778
solar_02,one_shot,0,solar,solar_1002,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,4012,0,4012,1.0,0,332,,,960
solar_02,one_shot,1,solar,solar_1002,solar_performance_credit_loss_agent,,solar_performance_credit_loss_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.75,5,2,2,2,False,,,0,6044,0,6044,1.0,0,445,,,1459
payment_01_a,one_shot,0,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,3.0,5,2,2,3,False,,,0,3549,0,3549,1.0,0,232,,,472
payment_01_a,one_shot,1,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2225,0,2225,1.0,0,246,,,494
payment_01_b,one_shot,0,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.5,5,3,2,4,False,,,0,2849,0,2849,1.0,0,276,,,716
payment_01_b,one_shot,1,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.0,5,2,2,3,False,,,0,3777,0,3777,1.0,0,303,,,837
payment_01_c,one_shot,0,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.0,5,2,2,3,False,,,0,2137,0,2137,1.0,0,253,,,573
payment_01_c,one_shot,1,payment_risk,hardship_1002,payment_risk_hardship_agent,,payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.5,5,3,2,4,False,,,0,3254,0,3254,1.0,0,317,,,784
payment_02,one_shot,0,payment_risk,program_1002,program_enrollment_simulation_agent,,program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.5,5,3,2,4,False,,,0,3154,0,3154,1.0,0,327,,,901
payment_02,one_shot,1,payment_risk,program_1002,program_enrollment_simulation_agent,,program_enrollment_simulation_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,3872,0,3872,1.0,0,374,,,1111
multihop_01,one_shot,0,billing,multihop_full_1001,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,customer_lookup_agent|billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1,3.25,5,3,2,3,False,,,0,4496,0,4496,1.0,0,455,,,1526
multihop_01,one_shot,1,billing,multihop_full_1001,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,customer_lookup_agent|billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1,3.0,5,3,2,2,False,,,0,6834,0,6834,1.0,0,549,,,1952
multihop_02,one_shot,0,outage,outage_credit_1002,outage_detection_agent|billing_agent,,outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,2952,0,2952,1.0,0,293,,,647
multihop_02,one_shot,1,outage,outage_credit_1002,outage_detection_agent|billing_agent,,outage_detection_agent|billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,5,2,2,3,False,,,0,1939,0,1939,1.0,0,287,,,622
multihop_03,one_shot,0,weather,weather_anomaly_1001,anomaly_detection_agent|weather_context_agent,,anomaly_detection_agent|weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,2237,0,2237,1.0,0,301,,,744
multihop_03,one_shot,1,weather,weather_anomaly_1001,anomaly_detection_agent|weather_context_agent,,anomaly_detection_agent|weather_context_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.25,5,3,2,3,False,,,0,4566,0,4566,1.0,0,302,,,754
multihop_04,one_shot,0,payment_risk,shock_risk_1002,bill_shock_forecast_agent|payment_risk_hardship_agent,,bill_shock_forecast_agent|payment_risk_hardship_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.0,5,2,2,3,False,,,0,3397,0,3397,1.0,0,374,,,1081
