dataid,local_15min,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
3488,2019-05-20 06:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.235,,,,1.002,,,,,,,,,0.002,0.669,,,,,,,,,,,,,,,,,,,,,0.017,,,,,0.333,,,,,0.009,0.001,,,,122.522,121.539
3488,2019-05-20 06:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.238,,,,0.459,,,,,,,,,0.001,0.035,,,,,,,,,,,,,,,,,,,,,0.029,,,,,0.212,,,,,0.01,0.0,,,,122.732,122.244
3488,2019-05-20 06:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.365,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,0.284,,,,,0.011,0.0,,,,122.932,122.531
3488,2019-05-19 19:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.232,,,,1.709,,,,,,,,,0.003,0.003,,,,,,,,,,,,,,,,,,,,,0.022,,,,,-0.003,,,,,0.01,0.481,,,,121.625,121.532
3488,2019-05-19 19:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.231,,,,1.786,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.066,,,,,-0.003,,,,,0.01,0.469,,,,121.263,121.266
3488,2019-05-19 19:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.232,,,,1.542,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.004,,,,,0.01,0.456,,,,121.789,121.254
3488,2019-05-19 19:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.236,,,,1.299,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,-0.003,,,,,0.01,0.444,,,,122.031,120.911
3488,2019-05-19 20:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.233,,,,1.827,,,,,,,,,0.003,0.003,,,,,,,,,,,,,,,,,,,,,0.042,,,,,-0.003,,,,,0.01,0.518,,,,121.78,121.742
3488,2019-05-19 20:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.232,,,,1.769,,,,,,,,,0.003,0.003,,,,,,,,,,,,,,,,,,,,,0.047,,,,,-0.003,,,,,0.01,0.509,,,,121.571,121.652
3488,2019-05-19 20:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.233,,,,1.826,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,-0.003,,,,,0.01,0.5,,,,121.634,121.712
3488,2019-05-19 20:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.232,,,,1.841,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,-0.003,,,,,0.01,0.491,,,,121.59,121.66
3488,2019-05-19 21:45:00-05,1.729,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.762,,,,3.455,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.048,,,,,-0.003,,,,,0.01,-0.002,,,,121.008,121.968
3488,2019-05-19 21:30:00-05,0.764,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.465,,,,2.288,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.03,,,,,-0.003,,,,,0.01,-0.002,,,,121.507,121.779
3488,2019-05-19 21:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,1.399,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.003,,,,,0.01,0.008,,,,121.26,121.182
3488,2019-05-19 21:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,1.348,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,-0.003,,,,,0.01,0.032,,,,121.172,121.253
3488,2019-05-19 22:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.714,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.065,,,,,-0.003,,,,,0.011,0.0,,,,122.433,122.494
3488,2019-05-19 22:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.63,,,,,,,,,0.003,0.003,,,,,,,,,,,,,,,,,,,,,0.02,,,,,-0.003,,,,,0.01,0.0,,,,122.773,122.812
3488,2019-05-19 22:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.808,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.081,,,,,-0.003,,,,,0.01,0.0,,,,122.208,122.252
3488,2019-05-19 22:00:00-05,0.961,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.575,,,,2.069,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.003,,,,,0.01,-0.001,,,,121.305,121.621
3488,2019-05-19 23:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.789,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.232,,,,,-0.003,,,,,0.011,0.0,,,,122.092,121.905
3488,2019-05-19 23:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.683,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.08,,,,,-0.003,,,,,0.011,0.0,,,,122.067,121.73
3488,2019-05-19 23:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.61,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.058,,,,,-0.003,,,,,0.011,0.0,,,,121.941,121.456
3488,2019-05-19 23:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.697,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.073,,,,,-0.003,,,,,0.011,0.0,,,,122.311,122.209
3488,2019-05-20 00:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.705,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.104,,,,,-0.003,,,,,0.011,0.0,,,,122.424,122.355
3488,2019-05-20 00:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.649,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.115,,,,,-0.003,,,,,0.011,0.0,,,,122.192,122.187
3488,2019-05-20 00:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.702,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.104,,,,,-0.003,,,,,0.011,0.0,,,,122.202,121.918
3488,2019-05-20 00:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.753,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.18,,,,,-0.003,,,,,0.011,0.0,,,,122.139,121.832
3488,2019-05-20 01:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.607,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.003,,,,,0.011,0.0,,,,122.373,122.309
3488,2019-05-20 01:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.699,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,-0.003,,,,,0.011,0.0,,,,122.534,122.602
3488,2019-05-20 01:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.608,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.043,,,,,-0.003,,,,,0.01,0.0,,,,122.777,122.645
3488,2019-05-20 01:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.238,,,,0.618,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.062,,,,,-0.003,,,,,0.01,0.0,,,,122.723,122.456
3488,2019-05-20 02:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.233,,,,0.592,,,,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,,,,,0.017,,,,,-0.003,,,,,0.01,0.0,,,,121.807,121.594
3488,2019-05-20 02:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.629,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.003,,,,,0.011,0.0,,,,121.885,121.798
3488,2019-05-20 02:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.592,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.05,,,,,-0.003,,,,,0.01,0.0,,,,122.261,122.174
3488,2019-05-20 02:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.238,,,,0.613,,,,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,,,,,0.021,,,,,-0.003,,,,,0.01,0.0,,,,122.719,122.631
3488,2019-05-20 03:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.234,,,,0.57,,,,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,,,,,0.019,,,,,-0.003,,,,,0.01,0.0,,,,122.065,121.868
3488,2019-05-20 03:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.621,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,-0.003,,,,,0.011,0.0,,,,121.964,121.954
3488,2019-05-20 03:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.668,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,-0.003,,,,,0.011,0.0,,,,122.182,122.19
3488,2019-05-20 03:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.553,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.041,,,,,-0.003,,,,,0.01,0.0,,,,122.205,122.027
3488,2019-05-20 07:45:00-05,0.69,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.506,,,,1.749,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.081,,,,,0.823,,,,,0.01,0.422,,,,122.192,121.643
3488,2019-05-20 07:30:00-05,1.682,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.777,,,,2.643,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.039,,,,,0.911,,,,,0.01,0.398,,,,122.354,122.255
3488,2019-05-20 07:15:00-05,0.762,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.483,,,,1.339,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.909,,,,,0.01,0.369,,,,122.746,122.647
3488,2019-05-20 07:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.784,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.08,,,,,0.575,,,,,0.01,0.171,,,,122.598,122.604
3488,2019-05-20 08:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,-0.196,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.048,,,,,1.677,,,,,0.01,0.405,,,,122.266,121.481
3488,2019-05-20 08:30:00-05,0.386,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.403,,,,0.721,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.011,,,,,1.096,,,,,0.01,0.383,,,,121.881,121.167
3488,2019-05-20 08:15:00-05,1.709,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.756,,,,2.261,,,,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,,,,,0.083,,,,,1.351,,,,,0.01,0.393,,,,121.157,121.409
3488,2019-05-20 08:00:00-05,0.079,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.251,,,,0.277,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.083,,,,,1.207,,,,,0.01,0.444,,,,122.316,121.857
3488,2019-05-20 09:45:00-05,1.173,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.584,,,,1.229,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.089,,,,,1.702,,,,,0.01,0.478,,,,122.367,122.173
3488,2019-05-20 09:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.236,,,,0.383,,,,,,,,,0.001,0.431,,,,,,,,,,,,,,,,,,,,,0.087,,,,,1.535,,,,,0.01,0.464,,,,122.595,121.521
3488,2019-05-20 09:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,-0.177,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.087,,,,,1.627,,,,,0.01,0.447,,,,122.847,122.247
3488,2019-05-20 09:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,-0.07,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.085,,,,,1.542,,,,,0.01,0.427,,,,122.529,121.887
3488,2019-05-20 10:45:00-05,1.629,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.003,,,0.758,,,,2.501,,,,,,,,,0.563,0.002,,,,,,,,,,,,,,,,,,,,,0.094,,,,,1.308,,,,,0.003,0.484,,,,122.151,121.485
3488,2019-05-20 10:30:00-05,1.71,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.759,,,,1.991,,,,,,,,,0.035,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,1.431,,,,,0.004,0.488,,,,121.816,121.98
3488,2019-05-20 10:15:00-05,1.801,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.759,,,,2.855,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.871,,,,,0.004,0.497,,,,121.54,121.556
3488,2019-05-20 10:00:00-05,1.825,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.769,,,,1.481,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.087,,,,,2.229,,,,,0.01,0.488,,,,121.904,121.83
3488,2019-05-20 11:45:00-05,1.828,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.002,,,0.771,,,,2.269,,,,,,,,,0.69,0.003,,,,,,,,,,,,,,,,,,,,,0.255,,,,,1.59,,,,,0.003,-0.001,,,,122.199,121.391
3488,2019-05-20 11:30:00-05,0.092,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.259,,,,-1.242,,,,,,,,,0.018,0.004,,,,,,,,,,,,,,,,,,,,,0.138,,,,,2.076,,,,,0.005,0.023,,,,122.701,122.504
3488,2019-05-20 11:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,-0.536,,,,,,,,,0.046,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,1.442,,,,,0.005,0.234,,,,122.093,121.614
3488,2019-05-20 11:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.266,,,,-0.703,,,,,,,,,0.285,0.003,,,,,,,,,,,,,,,,,,,,,0.052,,,,,2.152,,,,,0.004,0.498,,,,122.571,121.894
3488,2019-05-20 12:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.058,,,,,,0.001,,,0.232,,,,0.14,,,,,,,,,0.264,0.003,,,,,,,,,,,,,,,,,,,,,0.116,,,,,1.17,,,,,0.004,0.491,,,,121.602,121.142
3488,2019-05-20 12:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.196,,,,,,0.0,,,0.232,,,,-0.867,,,,,,,,,0.101,0.004,,,,,,,,,,,,,,,,,,,,,0.117,,,,,2.256,,,,,0.004,0.468,,,,121.481,121.442
3488,2019-05-20 12:15:00-05,0.453,,,,,0.001,,,,,,,,,,,0.156,,,,,,0.001,,,0.412,,,,0.119,,,,,,,,,0.673,0.002,,,,,,,,,,,,,,,,,,,,,0.119,,,,,2.469,,,,,0.003,0.429,,,,121.545,121.02
3488,2019-05-20 12:00:00-05,1.852,,,,,0.001,,,,,,,,,,,0.06,,,,,,0.002,,,0.759,,,,1.28,,,,,,,,,0.679,0.002,,,,,,,,,,,,,,,,,,,,,0.093,,,,,2.568,,,,,0.003,0.084,,,,121.522,121.137
3488,2019-05-20 13:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.059,,,0.23,,,,-0.165,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.102,,,,,0.87,,,,,0.005,-0.001,,,,121.109,121.294
3488,2019-05-20 13:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.131,,,,,,3.736,,,0.223,,,,3.26,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.104,,,,,1.198,,,,,0.005,-0.001,,,,120.72,120.992
3488,2019-05-20 13:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.091,,,,,,5.572,,,0.215,,,,5.499,,,,,,,,,0.05,0.004,,,,,,,,,,,,,,,,,,,,,0.106,,,,,0.862,,,,,0.005,0.017,,,,119.664,119.955
3488,2019-05-20 13:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.079,,,,,,3.913,,,0.221,,,,3.377,,,,,,,,,0.242,0.003,,,,,,,,,,,,,,,,,,,,,0.113,,,,,1.668,,,,,0.004,0.181,,,,120.504,120.438
3488,2019-05-20 14:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.098,,,,,,0.0,,,0.234,,,,0.245,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.925,,,,,0.004,0.499,,,,122.094,121.942
3488,2019-05-20 14:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.1,,,,,,0.334,,,0.233,,,,0.365,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.088,,,,,1.257,,,,,0.005,0.48,,,,121.935,122.002
3488,2019-05-20 14:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.097,,,,,,4.521,,,0.221,,,,4.898,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.11,,,,,0.819,,,,,0.005,0.43,,,,120.679,120.72
3488,2019-05-20 14:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.038,,,,,,3.203,,,0.223,,,,3.359,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.039,,,,,0.561,,,,,0.005,0.075,,,,120.774,120.835
3488,2019-05-20 15:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,2.612,,,0.745,,,,3.291,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.308,,,,,0.005,-0.002,,,,120.697,121.236
3488,2019-05-20 15:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,5.293,,,0.737,,,,5.79,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.085,,,,,0.423,,,,,0.005,-0.002,,,,120.06,120.726
3488,2019-05-20 15:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,5.208,,,0.742,,,,5.707,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.09,,,,,0.504,,,,,0.005,0.007,,,,120.068,120.644
3488,2019-05-20 15:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.081,,,,,,0.0,,,0.766,,,,0.341,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.067,,,,,0.994,,,,,0.005,0.029,,,,121.643,122.145
3488,2019-05-20 16:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.756,,,,0.997,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.11,,,,,0.011,-0.001,,,,122.249,121.982
3488,2019-05-20 16:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.75,,,,1.617,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.064,,,,,0.095,,,,,0.01,-0.002,,,,121.414,122.242
3488,2019-05-20 16:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.755,,,,0.905,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.006,,,,,0.154,,,,,0.011,-0.001,,,,121.927,122.186
3488,2019-05-20 16:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.876,,,0.749,,,,1.593,,,,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,,,,,0.07,,,,,0.213,,,,,0.005,-0.001,,,,121.01,121.454
3488,2019-05-20 17:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.751,,,,1.059,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.043,,,,,0.086,,,,,0.011,-0.001,,,,122.025,121.648
3488,2019-05-20 17:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.749,,,,0.825,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.01,,,,,0.237,,,,,0.01,-0.001,,,,121.775,121.88
3488,2019-05-20 17:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.744,,,,0.933,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.081,,,,,0.202,,,,,0.011,-0.001,,,,121.346,121.514
3488,2019-05-20 17:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.75,,,,1.138,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,0.081,,,,,0.011,-0.001,,,,121.908,121.711
3488,2019-05-20 18:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.742,,,,1.986,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.005,,,,,0.01,0.365,,,,121.595,121.986
3488,2019-05-20 18:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.016,,,0.741,,,,1.661,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.055,,,,,0.018,,,,,0.01,0.339,,,,121.705,122.102
3488,2019-05-20 18:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.01,,,0.743,,,,1.378,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.079,,,,,0.057,,,,,0.011,0.146,,,,121.586,121.791
3488,2019-05-20 18:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.001,,,0.743,,,,1.11,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.081,,,,,0.07,,,,,0.011,-0.001,,,,121.425,121.607
3488,2019-05-20 19:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.131,,,,,,0.016,,,0.74,,,,2.182,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.035,,,,,-0.003,,,,,0.01,0.404,,,,121.59,122.464
3488,2019-05-20 19:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.118,,,,,,0.016,,,0.736,,,,2.153,,,,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,,,,,0.082,,,,,-0.003,,,,,0.011,0.384,,,,121.189,121.877
3488,2019-05-20 19:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.195,,,,,,0.016,,,0.739,,,,2.369,,,,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.003,,,,,0.011,0.382,,,,121.507,121.942
3488,2019-05-20 19:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.013,,,,,,0.016,,,0.67,,,,2.006,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.071,,,,,-0.005,,,,,0.011,0.385,,,,121.535,122.007
3488,2019-05-20 20:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,5.622,,,0.213,,,,11.026,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.007,,,,,-0.003,,,,,0.01,4.374,,,,120.083,120.637
3488,2019-05-20 20:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.039,,,,,,3.857,,,0.217,,,,9.358,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.047,,,,,-0.003,,,,,0.01,4.354,,,,120.495,120.794
3488,2019-05-20 20:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.195,,,,,,0.017,,,0.23,,,,3.678,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.081,,,,,-0.003,,,,,0.011,2.131,,,,121.598,121.492
3488,2019-05-20 20:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.131,,,,,,0.016,,,0.299,,,,1.798,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.012,,,,,-0.003,,,,,0.01,0.423,,,,121.915,122.058
3488,2019-05-20 21:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.758,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.077,,,,,-0.003,,,,,0.005,0.0,,,,122.314,122.599
3488,2019-05-20 21:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.029,,,0.234,,,,0.793,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.046,,,,,-0.003,,,,,0.005,0.0,,,,122.165,122.375
3488,2019-05-20 21:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,2.401,,,0.23,,,,3.2,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.08,,,,,-0.003,,,,,0.005,0.016,,,,121.82,122.445
